"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100","V101","V102","V103","V104","V105","V106","V107","V108","V109","V110","V111","V112","V113","V114","V115","V116","V117","V118","V119","V120","V121","V122","V123","V124","V125","V126","V127","V128","V129","V130","V131","V132","V133","V134","V135","V136","V137","V138","V139","V140","V141","V142","V143","V144","V145","V146","V147","V148","V149"
"78",7433241883078.38,5574931412308.79,22299725649235.1,27874657061543.9,5574931412308.79,1858310470769.6,9291552353847.98,1858310470769.6,3716620941539.19,3716620941539.19,1858310470769.6,1858310470769.6,0,0,0,0,0,0,1858310470769.6,0,0,0,1858310470769.6,0,0,0,1858310470769.6,0,0,3716620941539.19,1858310470769.6,0,0,0,1858310470769.6,1858310470769.6,0,0,0,0,1858310470769.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1858310470769.6,0,0,0,0,0,0,0,0,1858310470769.6,0,0,0,0,0,1858310470769.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1858310470769.6,0,0,0,0,0,3716620941539.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1858310470769.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"79",18583104707696,20441415178465.6,40882830356931.1,53891003652318.3,16724794236926.4,3716620941539.19,14866483766156.8,24158036120004.7,9291552353847.98,0,3716620941539.19,3716620941539.19,1858310470769.6,1858310470769.6,3716620941539.19,0,1858310470769.6,0,1858310470769.6,1858310470769.6,0,0,1858310470769.6,1858310470769.6,0,0,0,0,3716620941539.19,0,3716620941539.19,0,5574931412308.79,5574931412308.79,3716620941539.19,1858310470769.6,0,5574931412308.79,1858310470769.6,0,3716620941539.19,1858310470769.6,0,0,0,0,5574931412308.79,0,0,0,1858310470769.6,0,0,1858310470769.6,1858310470769.6,0,0,0,0,0,0,0,0,0,0,1858310470769.6,1858310470769.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1858310470769.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"80",0,1858310470769.6,3716620941539.19,9291552353847.98,5574931412308.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1858310470769.6,0,0,0,0,0,0,0,0,1858310470769.6,0,0,1858310470769.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1858310470769.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"81",3716620941539.19,5574931412308.79,7433241883078.38,3716620941539.19,11149862824617.6,0,9291552353847.98,3716620941539.19,3716620941539.19,0,0,0,1858310470769.6,0,0,0,0,0,0,0,0,0,0,3716620941539.19,1858310470769.6,0,0,0,0,1858310470769.6,1858310470769.6,0,0,0,0,0,0,0,0,0,0,1858310470769.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1858310470769.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"82",9291552353847.98,13008173295387.2,24158036120004.7,33449588473852.7,3716620941539.19,3716620941539.19,11149862824617.6,16724794236926.4,7433241883078.38,3716620941539.19,0,0,0,0,1858310470769.6,0,0,0,1858310470769.6,0,0,0,3716620941539.19,0,0,0,0,0,0,1858310470769.6,0,0,1858310470769.6,0,1858310470769.6,0,0,0,0,0,3716620941539.19,3716620941539.19,0,0,1858310470769.6,0,1858310470769.6,0,0,0,1858310470769.6,1858310470769.6,0,0,0,0,0,0,1858310470769.6,0,0,0,1858310470769.6,3716620941539.19,0,0,0,0,0,1858310470769.6,0,0,0,0,0,1858310470769.6,0,0,0,0,0,0,1858310470769.6,0,0,0,0,0,0,1858310470769.6,0,0,1858310470769.6,0,0,0,0,0,0,1858310470769.6,0,1858310470769.6,0,0,0,0,0,0,0,0,0,0,1858310470769.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1858310470769.6,0,0,0,0,0,0,0,0,0
"83",1858310470769.6,1858310470769.6,0,1858310470769.6,0,0,1858310470769.6,1858310470769.6,1858310470769.6,0,0,0,0,0,0,0,0,0,0,1858310470769.6,0,0,0,0,0,0,1858310470769.6,0,0,0,0,0,0,0,0,0,0,0,0,0,1858310470769.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"84",22299725649235.1,26016346590774.3,70615797889244.6,68757487418475,20441415178465.6,9291552353847.98,18583104707696,27874657061543.9,9291552353847.98,1858310470769.6,13008173295387.2,5574931412308.79,3716620941539.19,1858310470769.6,0,0,1858310470769.6,3716620941539.19,3716620941539.19,1858310470769.6,5574931412308.79,0,1858310470769.6,3716620941539.19,0,0,0,1858310470769.6,1858310470769.6,7433241883078.38,3716620941539.19,0,7433241883078.38,3716620941539.19,7433241883078.38,5574931412308.79,1858310470769.6,0,3716620941539.19,0,3716620941539.19,0,0,0,3716620941539.19,0,3716620941539.19,0,1858310470769.6,0,1858310470769.6,1858310470769.6,0,0,3716620941539.19,0,0,1858310470769.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3716620941539.19,0,0,0,0,0,0,1858310470769.6,0,0,0,0,0,0,0,0,0,0,0,1858310470769.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1858310470769.6,0,0,3716620941539.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"85",5574931412308.79,1858310470769.6,5574931412308.79,9291552353847.98,3716620941539.19,0,1858310470769.6,0,5574931412308.79,0,1858310470769.6,0,0,0,1858310470769.6,0,0,0,0,0,0,0,1858310470769.6,0,0,0,1858310470769.6,0,0,0,1858310470769.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1858310470769.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"86",11149862824617.6,14866483766156.8,29732967532313.5,22299725649235.1,9291552353847.98,7433241883078.38,11149862824617.6,9291552353847.98,5574931412308.79,1858310470769.6,5574931412308.79,1858310470769.6,1858310470769.6,1858310470769.6,0,0,1858310470769.6,1858310470769.6,1858310470769.6,1858310470769.6,0,0,1858310470769.6,0,0,0,0,0,0,0,0,1858310470769.6,1858310470769.6,0,3716620941539.19,0,0,0,0,0,3716620941539.19,0,0,0,0,0,0,1858310470769.6,0,0,0,1858310470769.6,0,1858310470769.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1858310470769.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"87",0,0,1858310470769.6,3716620941539.19,0,0,1858310470769.6,3716620941539.19,1858310470769.6,0,0,0,1858310470769.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1858310470769.6,0,1858310470769.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"88",0,0,1858310470769.6,3716620941539.19,0,0,0,1858310470769.6,1858310470769.6,0,1858310470769.6,0,0,0,1858310470769.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1858310470769.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1858310470769.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1858310470769.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"89",0,0,0,0,0,0,0,0,1858310470769.6,0,0,1858310470769.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1858310470769.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"90",5574931412308.79,5574931412308.79,7433241883078.38,3716620941539.19,0,0,3716620941539.19,3716620941539.19,3716620941539.19,3716620941539.19,0,0,0,1858310470769.6,0,0,0,0,0,0,1858310470769.6,0,0,1858310470769.6,0,0,0,0,0,0,0,0,0,0,0,0,0,1858310470769.6,0,0,1858310470769.6,0,0,0,0,0,1858310470769.6,0,0,0,0,0,0,1858310470769.6,0,0,0,0,0,0,0,0,0,0,0,1858310470769.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1858310470769.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1858310470769.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"91",9291552353847.98,5574931412308.79,26016346590774.3,27874657061543.9,7433241883078.38,3716620941539.19,7433241883078.38,7433241883078.38,7433241883078.38,1858310470769.6,0,0,0,0,3716620941539.19,0,0,1858310470769.6,0,0,1858310470769.6,0,1858310470769.6,0,0,0,0,1858310470769.6,0,0,0,0,0,1858310470769.6,1858310470769.6,0,1858310470769.6,0,0,0,1858310470769.6,0,0,0,0,0,1858310470769.6,0,0,0,0,0,0,0,1858310470769.6,1858310470769.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1858310470769.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"92",3716620941539.19,1858310470769.6,1858310470769.6,7433241883078.38,0,0,1858310470769.6,5574931412308.79,0,0,5574931412308.79,0,1858310470769.6,0,0,0,1858310470769.6,0,1858310470769.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1858310470769.6,0,0,0,0,0,0,0,0,0,3716620941539.19,0,0,0,0,0,0,0,0,0,1858310470769.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1858310470769.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"93",0,1858310470769.6,0,0,0,0,1858310470769.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1858310470769.6,0,0,0,0,0,0,0,0,0,0,0,0,1858310470769.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"94",0,0,0,0,1858310470769.6,0,0,0,0,0,0,0,0,0,0,0,0,0,1858310470769.6,1858310470769.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"95",3716620941539.19,1858310470769.6,1858310470769.6,11149862824617.6,1858310470769.6,0,5574931412308.79,1858310470769.6,0,0,1858310470769.6,0,0,0,0,0,0,0,0,0,0,0,1858310470769.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1858310470769.6,0,0,0,1858310470769.6,0,1858310470769.6,0,0,1858310470769.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"96",1858310470769.6,3716620941539.19,11149862824617.6,9291552353847.98,0,3716620941539.19,1858310470769.6,1858310470769.6,3716620941539.19,1858310470769.6,3716620941539.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1858310470769.6,0,0,0,0,0,0,1858310470769.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"97",1858310470769.6,3716620941539.19,9291552353847.98,13008173295387.2,5574931412308.79,3716620941539.19,1858310470769.6,3716620941539.19,0,0,1858310470769.6,0,0,0,1858310470769.6,0,0,1858310470769.6,0,0,0,0,0,0,0,0,0,0,0,1858310470769.6,1858310470769.6,0,0,0,0,0,0,0,0,0,0,0,0,0,1858310470769.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1858310470769.6,0,0,0,1858310470769.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"98",1858310470769.6,1858310470769.6,11149862824617.6,3716620941539.19,1858310470769.6,0,1858310470769.6,3716620941539.19,1858310470769.6,0,0,1858310470769.6,0,0,0,0,0,0,1858310470769.6,1858310470769.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1858310470769.6,1858310470769.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1858310470769.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"99",1858310470769.6,7433241883078.38,5574931412308.79,0,3716620941539.19,0,5574931412308.79,5574931412308.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1858310470769.6,0,0,0,0,0,1858310470769.6,0,1858310470769.6,0,0,0,0,0,0,0,0,0,0,1858310470769.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1858310470769.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3716620941539.19,0,0,0,0,0,0,0,0,0,0,0,0,0
"100",11149862824617.6,18583104707696,61324245535396.7,40882830356931.1,24158036120004.7,7433241883078.38,14866483766156.8,16724794236926.4,7433241883078.38,5574931412308.79,3716620941539.19,0,0,0,1858310470769.6,0,0,3716620941539.19,3716620941539.19,0,1858310470769.6,0,0,3716620941539.19,0,0,0,0,0,1858310470769.6,0,0,0,1858310470769.6,1858310470769.6,0,0,3716620941539.19,0,1858310470769.6,3716620941539.19,1858310470769.6,0,0,1858310470769.6,0,1858310470769.6,0,1858310470769.6,0,0,0,0,1858310470769.6,0,0,0,0,0,1858310470769.6,0,0,1858310470769.6,0,0,1858310470769.6,0,0,0,0,0,0,0,1858310470769.6,0,0,0,1858310470769.6,0,0,0,0,0,0,0,0,0,0,0,0,1858310470769.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1858310470769.6,0,0,1858310470769.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1858310470769.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"101",0,1858310470769.6,7433241883078.38,7433241883078.38,0,1858310470769.6,3716620941539.19,7433241883078.38,5574931412308.79,0,1858310470769.6,0,1858310470769.6,0,0,0,0,0,0,0,1858310470769.6,1858310470769.6,1858310470769.6,0,0,0,0,0,0,1858310470769.6,0,0,1858310470769.6,1858310470769.6,0,0,0,0,0,0,1858310470769.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1858310470769.6,0,0,0,0,0,0,0,0,0,0,0,0,1858310470769.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"102",1858310470769.6,13008173295387.2,22299725649235.1,22299725649235.1,7433241883078.38,1858310470769.6,11149862824617.6,9291552353847.98,5574931412308.79,0,0,0,1858310470769.6,0,1858310470769.6,0,0,1858310470769.6,5574931412308.79,0,0,0,1858310470769.6,0,0,0,0,0,0,0,0,0,1858310470769.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1858310470769.6,1858310470769.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1858310470769.6,0,0,0,0,1858310470769.6,0,0,0,0,0,0,1858310470769.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1858310470769.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"103",1858310470769.6,9291552353847.98,16724794236926.4,11149862824617.6,7433241883078.38,1858310470769.6,7433241883078.38,5574931412308.79,3716620941539.19,1858310470769.6,1858310470769.6,1858310470769.6,0,0,1858310470769.6,0,0,0,0,0,0,0,3716620941539.19,0,0,0,0,1858310470769.6,0,1858310470769.6,3716620941539.19,0,0,1858310470769.6,0,0,0,0,0,0,0,0,0,0,1858310470769.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1858310470769.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1858310470769.6,0,0,0,0,0,0,0,0,0,1858310470769.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"104",5574931412308.79,7433241883078.38,9291552353847.98,7433241883078.38,1858310470769.6,1858310470769.6,3716620941539.19,7433241883078.38,1858310470769.6,0,1858310470769.6,0,1858310470769.6,0,0,0,0,1858310470769.6,1858310470769.6,0,0,0,1858310470769.6,0,0,0,0,0,0,0,0,0,0,0,3716620941539.19,0,0,0,0,0,0,0,0,0,1858310470769.6,0,0,0,1858310470769.6,0,1858310470769.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3716620941539.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1858310470769.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1858310470769.6,0,0,0,0,0,0,0,0,0,0,0
"105",16724794236926.4,9291552353847.98,46457761769239.9,24158036120004.7,14866483766156.8,0,5574931412308.79,9291552353847.98,1858310470769.6,1858310470769.6,1858310470769.6,0,1858310470769.6,0,0,0,1858310470769.6,0,9291552353847.98,0,1858310470769.6,0,1858310470769.6,3716620941539.19,0,1858310470769.6,0,0,1858310470769.6,3716620941539.19,1858310470769.6,1858310470769.6,0,0,1858310470769.6,3716620941539.19,0,1858310470769.6,0,0,1858310470769.6,0,0,0,1858310470769.6,0,1858310470769.6,1858310470769.6,1858310470769.6,0,0,0,0,1858310470769.6,0,0,0,0,1858310470769.6,0,0,0,0,0,0,0,0,0,0,1858310470769.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1858310470769.6,0,0,0
"106",7433241883078.38,20441415178465.6,33449588473852.7,37166209415391.9,7433241883078.38,1858310470769.6,18583104707696,14866483766156.8,5574931412308.79,0,5574931412308.79,3716620941539.19,1858310470769.6,0,0,1858310470769.6,0,1858310470769.6,3716620941539.19,1858310470769.6,1858310470769.6,1858310470769.6,5574931412308.79,3716620941539.19,1858310470769.6,3716620941539.19,1858310470769.6,0,0,0,0,3716620941539.19,1858310470769.6,0,1858310470769.6,0,0,1858310470769.6,0,3716620941539.19,0,1858310470769.6,0,0,1858310470769.6,0,1858310470769.6,0,0,0,0,0,1858310470769.6,0,0,0,0,0,1858310470769.6,0,1858310470769.6,0,0,1858310470769.6,0,0,0,0,0,3716620941539.19,0,0,0,0,0,0,0,1858310470769.6,0,0,0,0,0,0,0,0,0,0,1858310470769.6,0,0,0,0,0,0,0,1858310470769.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1858310470769.6,0,0,0,0,0,0,0,0,0,0,0,0,0,1858310470769.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"107",1858310470769.6,1858310470769.6,3716620941539.19,0,1858310470769.6,0,0,1858310470769.6,1858310470769.6,0,0,1858310470769.6,0,0,0,0,0,1858310470769.6,0,0,1858310470769.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1858310470769.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"108",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1858310470769.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"109",9291552353847.98,16724794236926.4,18583104707696,29732967532313.5,9291552353847.98,3716620941539.19,11149862824617.6,13008173295387.2,5574931412308.79,1858310470769.6,1858310470769.6,3716620941539.19,0,0,0,0,0,0,0,0,0,0,1858310470769.6,3716620941539.19,0,1858310470769.6,0,0,0,0,1858310470769.6,0,1858310470769.6,1858310470769.6,0,0,0,0,0,0,3716620941539.19,1858310470769.6,0,0,0,0,0,0,0,0,0,3716620941539.19,0,0,0,3716620941539.19,0,0,0,0,0,0,0,0,0,0,0,0,0,1858310470769.6,0,1858310470769.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
